2018;10;06;22;58;29;26.600000381469727;36.400001525878906;-0.44749243860994137;null;null;null
2018;10;06;22;58;44;26.600000381469727;36.5;-0.6989901071407398;null;null;null
2018;10;06;22;58;59;26.600000381469727;36.29999923706055;-0.1484057805279404;null;null;null
2018;10;06;22;59;14;26.600000381469727;36.29999923706055;-0.1476930551580972;null;null;null
2018;10;06;22;59;29;26.600000381469727;36.29999923706055;-0.12587082899500712;null;null;null
2018;10;06;22;59;44;26.600000381469727;36.29999923706055;-0.2776209719610794;null;null;null
2018;10;06;22;59;59;26.700000762939453;36.400001525878906;-0.1524172135051315;null;null;null
2018;10;06;23;00;14;26.700000762939453;36.400001525878906;-0.5471977703070399;null;null;null
2018;10;06;23;00;29;26.700000762939453;36.29999923706055;-0.4230279740782572;null;null;null
2018;10;06;23;00;44;26.700000762939453;36.29999923706055;-0.5338687267591851;null;null;null
2018;10;06;23;00;59;26.700000762939453;36.29999923706055;-0.037902064355757215;null;null;null
2018;10;06;23;01;15;26.700000762939453;36.400001525878906;-0.13893977661717738;null;null;null
2018;10;06;23;01;40;26.700000762939453;36.29999923706055;-0.4828266237495084;null;null;null
2018;10;06;23;01;55;26.700000762939453;36.29999923706055;-0.23536409390548868;null;null;null
2018;10;06;23;02;10;26.700000762939453;36.29999923706055;-0.05870848391834232;null;null;null
2018;10;06;23;02;25;26.700000762939453;36.29999923706055;-0.23860353484328073;null;null;null
2018;10;06;23;02;40;26.700000762939453;36.29999923706055;-0.04026277382555037;null;null;null
2018;10;06;23;02;55;26.700000762939453;36.29999923706055;-0.464273007727811;null;null;null
2018;10;06;23;03;10;26.700000762939453;36.29999923706055;-0.31087180368789813;null;null;null
2018;10;06;23;03;25;26.700000762939453;36.29999923706055;-0.11162842081156493;null;null;null
2018;10;06;23;03;41;26.700000762939453;36.400001525878906;-0.5964040249610577;null;null;null
2018;10;06;23;03;56;26.700000762939453;36.20000076293945;-0.3900737332207984;null;null;null
2018;10;06;23;04;11;26.799999237060547;36.29999923706055;-0.31939775577401314;null;null;null
2018;10;06;23;04;26;26.799999237060547;36.29999923706055;-0.20303444831288925;null;null;null
2018;10;06;23;05;03;26.799999237060547;36.20000076293945;-0.35529000173248193;null;null;null
2018;10;06;23;05;18;26.799999237060547;36.20000076293945;-0.4644580995406207;null;null;null
2018;10;06;23;05;33;26.799999237060547;36.5;-0.3200099356926283;null;null;null
2018;10;06;23;05;48;26.799999237060547;36.20000076293945;-0.1933502276278087;null;null;null
2018;10;06;23;06;17;26.799999237060547;36.20000076293945;-0.591505344132599;null;null;null
2018;10;06;23;06;32;26.799999237060547;36.20000076293945;-0.5135661147390357;null;null;null
2018;10;06;23;06;47;26.799999237060547;36.20000076293945;-0.26970789116697547;null;null;null
