2018;10;15;00;25;19;23.200000762939453;50.5;null;null;null;null
2018;10;15;00;25;29;23.200000762939453;50.5;null;null;null;null
2018;10;15;00;25;40;23.200000762939453;50.400001525878906;null;null;null;null
2018;10;15;00;25;50;23.200000762939453;50.400001525878906;null;null;null;null
2018;10;15;00;26;00;23.200000762939453;50.400001525878906;null;null;null;null
2018;10;15;00;26;10;23.200000762939453;50.29999923706055;null;null;null;null
2018;10;15;00;26;20;23.200000762939453;50.400001525878906;null;null;null;null
2018;10;15;00;26;30;23.200000762939453;50.5;null;null;null;null
2018;10;15;00;26;40;23.200000762939453;50.5;null;null;null;null
2018;10;15;00;26;50;23.200000762939453;50.400001525878906;null;null;null;null
2018;10;15;00;27;50;23.200000762939453;50.400001525878906;null;null;null;null
2018;10;15;00;28;18;23.200000762939453;50.5;null;null;null;null
2018;10;15;00;28;28;23.200000762939453;50.5;null;null;null;null
2018;10;15;00;28;38;23.200000762939453;50.29999923706055;null;null;null;null
2018;10;15;00;28;49;23.200000762939453;50.400001525878906;null;null;null;null
2018;10;15;00;28;59;23.200000762939453;50.400001525878906;null;null;null;null
2018;10;15;00;29;09;23.200000762939453;50.400001525878906;null;null;null;null
2018;10;15;00;29;19;23.200000762939453;50.400001525878906;null;null;null;null
2018;10;15;00;29;29;23.200000762939453;50.400001525878906;null;null;null;null
2018;10;15;00;31;19;23.200000762939453;50.400001525878906;null;null;null;null
2018;10;15;00;31;29;23.200000762939453;50.5;null;null;null;null
2018;10;15;00;31;39;23.200000762939453;50.5;null;null;null;null
2018;10;15;00;31;49;23.200000762939453;50.5;null;null;null;null
2018;10;15;00;32;00;23.200000762939453;50.400001525878906;null;null;null;null
2018;10;15;00;32;10;23.200000762939453;50.400001525878906;null;null;null;null
2018;10;15;00;32;20;23.200000762939453;50.400001525878906;null;null;null;null
2018;10;15;00;32;30;23.200000762939453;50.29999923706055;null;null;null;null
2018;10;15;00;32;40;23.200000762939453;50.29999923706055;null;null;null;null
2018;10;15;00;32;50;23.299999237060547;50.400001525878906;null;null;null;null
2018;10;15;00;33;00;23.200000762939453;50.29999923706055;null;null;null;null
2018;10;15;00;33;10;23.299999237060547;50.29999923706055;null;null;null;null
2018;10;15;00;33;20;23.299999237060547;50.29999923706055;null;null;null;null
2018;10;15;00;33;30;23.299999237060547;50.29999923706055;null;null;null;null
2018;10;15;00;33;40;23.299999237060547;50.29999923706055;null;null;null;null
2018;10;15;00;33;50;23.299999237060547;50.29999923706055;null;null;null;null
2018;10;15;00;34;01;23.299999237060547;50.29999923706055;null;null;null;null
2018;10;15;00;34;11;23.299999237060547;50.29999923706055;null;null;null;null
2018;10;15;00;34;21;23.299999237060547;50.20000076293945;null;null;null;null
2018;10;15;00;34;31;23.299999237060547;50.20000076293945;null;null;null;null
2018;10;15;00;34;41;23.200000762939453;50.20000076293945;null;null;null;null
2018;10;15;00;37;04;23.299999237060547;50;0;1328.3333376000003;null;null
2018;10;15;00;37;14;23.200000762939453;50;0.2097152000000001;1907.1403126091616;null;null
2018;10;15;00;37;24;23.299999237060547;50.20000076293945;0.28684261208883216;1842.7758195895146;null;null
2018;10;15;00;37;34;23.299999237060547;50.20000076293945;0.06015525576273189;1702.3345923603792;null;null
2018;10;15;00;37;44;23.299999237060547;50.20000076293945;-0.031850662805334044;1041.0363317144165;null;null
2018;10;15;00;37;54;23.299999237060547;50.20000076293945;-0.005343654496282555;1502.6043597702046;null;null
2018;10;15;00;38;04;23.299999237060547;50.20000076293945;-0.0011206455714187955;1560.0982894640647;null;null
2018;10;15;00;48;27;23.200000762939453;50.29999923706055;-0.08388608000000004;752.8915072;null;null
2018;10;15;00;50;07;23.200000762939453;50.20000076293945;-0.017592186044416015;1297.6487572885999;null;null
2018;10;15;00;51;47;23.200000762939453;50.5;-0.003689348814741915;1520.9216562116246;null;null
2018;10;15;00;53;27;23.100000381469727;50;-0.0007737125245533639;1510.638872733402;null;null
2018;10;15;00;55;07;23.100000381469727;50.400001525878906;-0.00016225927682921368;1526.7383351384483;null;null
2018;10;15;00;56;47;23.100000381469727;50.400001525878906;-0.000034028236692093924;1451.2103642409818;null;null
2018;10;15;00;58;27;23.100000381469727;50.70000076293945;-0.000007136238463529817;1522.4825380630969;null;null
